PMC,x,y,z,x_mm,y_mm,z_mm,mineral_id,classification,parent_category
86,-0.146385,0.141619,0.25030399999999997,-146.38,141.62,250.3,7,Other,Other
87,-0.146398,0.140112,0.25045100000000003,-146.4,140.11,250.45,4,Felsic,Felsic
88,-0.14640699999999998,0.138601,0.250521,-146.41,138.6,250.52,4,Felsic,Felsic
89,-0.146392,0.13708,0.250255,-146.39,137.08,250.26,4,Felsic,Felsic
90,-0.146387,0.13556400000000002,0.250078,-146.39,135.56,250.08,4,Felsic,Felsic
91,-0.14638099999999998,0.134054,0.24996100000000002,-146.38,134.05,249.96,1,Pyroxene,Mafic
92,-0.146379,0.132543,0.249844,-146.38,132.54,249.84,4,Felsic,Felsic
93,-0.14639000000000002,0.13103499999999998,0.25003600000000004,-146.39,131.04,250.04,7,Other,Other
94,-0.146386,0.129528,0.24997399999999997,-146.39,129.53,249.97,7,Other,Other
95,-0.14637999999999998,0.128022,0.2497530000000001,-146.38,128.02,249.75,4,Felsic,Felsic
96,-0.146374,0.126519,0.24965700000000002,-146.37,126.52,249.66,7,Other,Other
97,-0.146375,0.12501500000000002,0.249567,-146.38,125.02,249.57,4,Felsic,Felsic
98,-0.146371,0.12351400000000001,0.2495010000000001,-146.37,123.51,249.5,3,Alt. Mafic,Mafic
99,-0.14639000000000002,0.12199600000000001,0.24973299999999998,-146.39,122.0,249.73,7,Other,Other
100,-0.14640999999999998,0.12047100000000001,0.250087,-146.41,120.47,250.09,4,Felsic,Felsic
101,-0.14491500000000002,0.120451,0.250339,-144.92,120.45,250.34,4,Felsic,Felsic
102,-0.14491099999999998,0.12196400000000004,0.250271,-144.91,121.96,250.27,3,Alt. Mafic,Mafic
103,-0.144899,0.12348699999999999,0.24990500000000002,-144.9,123.49,249.91,3,Alt. Mafic,Mafic
104,-0.144897,0.12499400000000001,0.249881,-144.9,124.99,249.88,4,Felsic,Felsic
105,-0.144901,0.126499,0.249849,-144.9,126.5,249.85,4,Felsic,Felsic
106,-0.144904,0.128004,0.249925,-144.9,128.0,249.92,1,Pyroxene,Mafic
107,-0.144919,0.12950599999999998,0.250125,-144.92,129.51,250.12,4,Felsic,Felsic
108,-0.144906,0.13101600000000002,0.24984699999999999,-144.91,131.02,249.85,4,Felsic,Felsic
109,-0.14491800000000002,0.132521,0.249986,-144.92,132.52,249.99,3,Alt. Mafic,Mafic
110,-0.144927,0.13403199999999998,0.250177,-144.93,134.03,250.18,4,Felsic,Felsic
111,-0.14493499999999998,0.13554000000000002,0.250235,-144.93,135.54,250.24,4,Felsic,Felsic
112,-0.14494300000000002,0.137054,0.250384,-144.94,137.05,250.38,3,Alt. Mafic,Mafic
113,-0.144952,0.138566,0.250456,-144.95,138.57,250.46,4,Felsic,Felsic
114,-0.144954,0.14007999999999998,0.250498,-144.95,140.08,250.5,4,Felsic,Felsic
115,-0.144953,0.14158199999999999,0.250355,-144.95,141.58,250.36,7,Other,Other
116,-0.143438,0.141583,0.250394,-143.44,141.58,250.39,4,Felsic,Felsic
117,-0.14344200000000001,0.140067,0.250357,-143.44,140.07,250.36,7,Other,Other
118,-0.14344200000000001,0.13855499999999998,0.250342,-143.44,138.55,250.34,4,Felsic,Felsic
119,-0.14345,0.137043,0.250418,-143.45,137.04,250.42,4,Felsic,Felsic
120,-0.143451,0.135533,0.250459,-143.45,135.53,250.46,7,Other,Other
121,-0.143453,0.134017,0.250375,-143.45,134.02,250.38,4,Felsic,Felsic
122,-0.143457,0.13250599999999998,0.25046,-143.46,132.51,250.46,4,Felsic,Felsic
123,-0.14346,0.130992,0.2504,-143.46,130.99,250.4,4,Felsic,Felsic
124,-0.143455,0.12948199999999999,0.250272,-143.46,129.48,250.27,4,Felsic,Felsic
125,-0.143457,0.127972,0.250172,-143.46,127.97,250.17,4,Felsic,Felsic
126,-0.143453,0.12646500000000002,0.25006799999999996,-143.45,126.47,250.07,7,Other,Other
127,-0.14346099999999998,0.124952,0.250136,-143.46,124.95,250.14,4,Felsic,Felsic
128,-0.14347100000000002,0.12343699999999999,0.250224,-143.47,123.44,250.22,4,Felsic,Felsic
129,-0.143473,0.12192599999999999,0.250281,-143.47,121.93,250.28,4,Felsic,Felsic
130,-0.143481,0.12041099999999999,0.250322,-143.48,120.41,250.32,4,Felsic,Felsic
131,-0.141974,0.120395,0.25055700000000003,-141.97,120.4,250.56,4,Felsic,Felsic
132,-0.141982,0.12189900000000001,0.250659,-141.98,121.9,250.66,7,Other,Other
133,-0.141984,0.12340899999999999,0.250716,-141.98,123.41,250.72,3,Alt. Mafic,Mafic
134,-0.141996,0.124912,0.250959,-142.0,124.91,250.96,3,Alt. Mafic,Mafic
135,-0.141979,0.126441,0.25043499999999996,-141.98,126.44,250.43,4,Felsic,Felsic
136,-0.14198,0.127952,0.250306,-141.98,127.95,250.31,4,Felsic,Felsic
137,-0.14199,0.129459,0.25062199999999996,-141.99,129.46,250.62,7,Other,Other
138,-0.142003,0.130969,0.250936,-142.0,130.97,250.94,7,Other,Other
139,-0.141991,0.132482,0.250581,-141.99,132.48,250.58,4,Felsic,Felsic
140,-0.141989,0.133994,0.250517,-141.99,133.99,250.52,7,Other,Other
141,-0.141993,0.135509,0.250655,-141.99,135.51,250.66,4,Felsic,Felsic
142,-0.141992,0.137023,0.25064000000000003,-141.99,137.02,250.64,7,Other,Other
143,-0.141983,0.138526,0.250365,-141.98,138.53,250.36,7,Other,Other
144,-0.14198,0.140034,0.250282,-141.98,140.03,250.28,4,Felsic,Felsic
145,-0.141981,0.141545,0.2503,-141.98,141.55,250.3,4,Felsic,Felsic
146,-0.14046199999999998,0.141539,0.2502,-140.46,141.54,250.2,4,Felsic,Felsic
147,-0.14046199999999998,0.14002799999999999,0.250204,-140.46,140.03,250.2,3,Alt. Mafic,Mafic
148,-0.140464,0.138521,0.250298,-140.46,138.52,250.3,3,Alt. Mafic,Mafic
149,-0.14047300000000001,0.13702,0.25066900000000003,-140.47,137.02,250.67,4,Felsic,Felsic
150,-0.140474,0.135507,0.250708,-140.47,135.51,250.71,3,Alt. Mafic,Mafic
151,-0.140474,0.133993,0.250684,-140.47,133.99,250.68,7,Other,Other
152,-0.140475,0.13247899999999999,0.250733,-140.48,132.48,250.73,7,Other,Other
153,-0.14047300000000001,0.130965,0.250668,-140.47,130.96,250.67,4,Felsic,Felsic
154,-0.140471,0.12945299999999998,0.25054899999999997,-140.47,129.45,250.55,7,Other,Other
155,-0.140472,0.127939,0.250627,-140.47,127.94,250.63,3,Alt. Mafic,Mafic
156,-0.140475,0.126424,0.250711,-140.48,126.42,250.71,4,Felsic,Felsic
157,-0.140489,0.12489000000000001,0.251283,-140.49,124.89,251.28,7,Other,Other
158,-0.140487,0.123377,0.251185,-140.49,123.38,251.18,7,Other,Other
159,-0.140488,0.121859,0.251191,-140.49,121.86,251.19,7,Other,Other
160,-0.140479,0.12036500000000001,0.250809,-140.48,120.36,250.81,7,Other,Other
161,-0.138965,0.12034500000000001,0.251106,-138.96,120.35,251.11,7,Other,Other
162,-0.138965,0.121858,0.251162,-138.96,121.86,251.16,4,Felsic,Felsic
163,-0.138965,0.12337100000000001,0.251248,-138.96,123.37,251.25,7,Other,Other
164,-0.138965,0.12488800000000001,0.251256,-138.96,124.89,251.26,4,Felsic,Felsic
165,-0.13896,0.126411,0.25105500000000003,-138.96,126.41,251.06,7,Other,Other
167,-0.138938,0.127957,0.25092800000000004,-138.94,127.96,250.93,4,Felsic,Felsic
168,-0.13893599999999998,0.129465,0.250845,-138.94,129.46,250.84,3,Alt. Mafic,Mafic
169,-0.138935,0.130971,0.25078,-138.94,130.97,250.78,7,Other,Other
170,-0.138935,0.132477,0.250865,-138.94,132.48,250.86,7,Other,Other
171,-0.13893599999999998,0.133985,0.25090300000000004,-138.94,133.98,250.9,7,Other,Other
172,-0.138935,0.135491,0.250849,-138.94,135.49,250.85,7,Other,Other
173,-0.13893,0.136991,0.250616,-138.93,136.99,250.62,3,Alt. Mafic,Mafic
174,-0.138924,0.138483,0.250239,-138.92,138.48,250.24,3,Alt. Mafic,Mafic
175,-0.138922,0.13998,0.250121,-138.92,139.98,250.12,7,Other,Other
176,-0.13892100000000002,0.141481,0.25009899999999996,-138.92,141.48,250.1,3,Alt. Mafic,Mafic
177,-0.137414,0.141474,0.24999899999999997,-137.41,141.47,250.0,4,Felsic,Felsic
178,-0.137414,0.139974,0.250021,-137.41,139.97,250.02,7,Other,Other
179,-0.137415,0.138478,0.250173,-137.42,138.48,250.17,4,Felsic,Felsic
180,-0.137419,0.136988,0.25059499999999996,-137.42,136.99,250.59,7,Other,Other
181,-0.13742100000000002,0.135487,0.250808,-137.42,135.49,250.81,4,Felsic,Felsic
182,-0.13742100000000002,0.133979,0.250779,-137.42,133.98,250.78,7,Other,Other
183,-0.13742100000000002,0.132473,0.250746,-137.42,132.47,250.75,7,Other,Other
184,-0.13742200000000002,0.130965,0.25099499999999997,-137.42,130.96,250.99,7,Other,Other
185,-0.137423,0.129457,0.251101,-137.42,129.46,251.1,7,Other,Other
186,-0.137425,0.127946,0.251245,-137.42,127.95,251.24,7,Other,Other
187,-0.137427,0.126434,0.251291,-137.43,126.43,251.29,4,Felsic,Felsic
188,-0.137426,0.124929,0.251172,-137.43,124.93,251.17,6,Alteration,Alteration
189,-0.137426,0.123423,0.25109499999999996,-137.43,123.42,251.09,3,Alt. Mafic,Mafic
190,-0.137426,0.121919,0.25102399999999997,-137.43,121.92,251.02,4,Felsic,Felsic
191,-0.137428,0.120403,0.251173,-137.43,120.4,251.17,4,Felsic,Felsic
192,-0.135915,0.120407,0.251058,-135.92,120.41,251.06,4,Felsic,Felsic
193,-0.135913,0.12193,0.250743,-135.91,121.93,250.74,4,Felsic,Felsic
194,-0.13591199999999998,0.123432,0.250817,-135.91,123.43,250.82,4,Felsic,Felsic
195,-0.13591099999999998,0.124928,0.25111100000000003,-135.91,124.93,251.11,4,Felsic,Felsic
196,-0.13591099999999998,0.126432,0.251269,-135.91,126.43,251.27,4,Felsic,Felsic
197,-0.13591,0.127941,0.251341,-135.91,127.94,251.34,4,Felsic,Felsic
198,-0.135909,0.12945,0.251132,-135.91,129.45,251.13,4,Felsic,Felsic
199,-0.135908,0.130961,0.250763,-135.91,130.96,250.76,7,Other,Other
200,-0.135907,0.132467,0.25051100000000004,-135.91,132.47,250.51,4,Felsic,Felsic
201,-0.135906,0.133968,0.250289,-135.91,133.97,250.29,3,Alt. Mafic,Mafic
202,-0.135905,0.135471,0.250315,-135.9,135.47,250.32,4,Felsic,Felsic
203,-0.135904,0.136974,0.250311,-135.9,136.97,250.31,4,Felsic,Felsic
204,-0.135904,0.138472,0.25017,-135.9,138.47,250.17,4,Felsic,Felsic
205,-0.135903,0.13997300000000001,0.25014200000000003,-135.9,139.97,250.14,3,Alt. Mafic,Mafic
206,-0.135903,0.14147300000000002,0.25012199999999996,-135.9,141.47,250.12,4,Felsic,Felsic
208,-0.134389,0.141526,0.250375,-134.39,141.53,250.38,7,Other,Other
209,-0.134389,0.140013,0.25034,-134.39,140.01,250.34,3,Alt. Mafic,Mafic
210,-0.134389,0.13850099999999999,0.250323,-134.39,138.5,250.32,4,Felsic,Felsic
211,-0.134392,0.136981,0.24998499999999998,-134.39,136.98,249.98,6,Alteration,Alteration
212,-0.134392,0.135473,0.250004,-134.39,135.47,250.0,4,Felsic,Felsic
213,-0.13439,0.133969,0.25035599999999997,-134.39,133.97,250.36,7,Other,Other
214,-0.13438699999999998,0.132461,0.250866,-134.39,132.46,250.87,7,Other,Other
215,-0.134388,0.130946,0.250845,-134.39,130.95,250.84,7,Other,Other
216,-0.134384,0.129433,0.251629,-134.38,129.43,251.63,4,Felsic,Felsic
217,-0.134384,0.127922,0.251862,-134.38,127.92,251.86,7,Other,Other
218,-0.134385,0.1264,0.251841,-134.38,126.4,251.84,7,Other,Other
219,-0.134388,0.12489700000000001,0.251712,-134.39,124.9,251.71,7,Other,Other
220,-0.13439,0.12338199999999999,0.251571,-134.39,123.38,251.57,3,Alt. Mafic,Mafic
221,-0.134392,0.121876,0.251581,-134.39,121.88,251.58,7,Other,Other
222,-0.134391,0.120342,0.251833,-134.39,120.34,251.83,7,Other,Other
223,-0.13286199999999998,0.120334,0.25217399999999995,-132.86,120.33,252.17,7,Other,Other
224,-0.13286199999999998,0.12186,0.252129,-132.86,121.86,252.13,7,Other,Other
225,-0.13286199999999998,0.123397,0.252112,-132.86,123.4,252.11,4,Felsic,Felsic
226,-0.13286199999999998,0.124922,0.25206799999999996,-132.86,124.92,252.07,3,Alt. Mafic,Mafic
227,-0.13286099999999998,0.126458,0.252114,-132.86,126.46,252.11,4,Felsic,Felsic
228,-0.132865,0.127987,0.25181,-132.86,127.99,251.81,4,Felsic,Felsic
229,-0.132864,0.129521,0.251886,-132.86,129.52,251.89,4,Felsic,Felsic
230,-0.132873,0.131045,0.25123,-132.87,131.04,251.23,7,Other,Other
231,-0.132876,0.132575,0.251069,-132.88,132.57,251.07,7,Other,Other
232,-0.132885,0.13408299999999998,0.25043699999999997,-132.88,134.08,250.44,7,Other,Other
233,-0.132892,0.135598,0.25,-132.89,135.6,250.0,3,Alt. Mafic,Mafic
234,-0.132895,0.137098,0.2497260000000001,-132.9,137.1,249.73,7,Other,Other
235,-0.132888,0.13863599999999998,0.25023,-132.89,138.64,250.23,6,Alteration,Alteration
236,-0.132885,0.140155,0.25044299999999997,-132.88,140.16,250.44,7,Other,Other
237,-0.132885,0.141682,0.250473,-132.88,141.68,250.47,7,Other,Other
238,-0.131367,0.141684,0.250535,-131.37,141.68,250.54,7,Other,Other
239,-0.13137200000000002,0.14018,0.250425,-131.37,140.18,250.42,7,Other,Other
240,-0.131375,0.138663,0.250291,-131.38,138.66,250.29,7,Other,Other
241,-0.13138,0.137163,0.250178,-131.38,137.16,250.18,4,Felsic,Felsic
242,-0.13138,0.135654,0.25019600000000003,-131.38,135.65,250.2,7,Other,Other
243,-0.131374,0.134163,0.25056999999999996,-131.37,134.16,250.57,7,Other,Other
244,-0.13136,0.132654,0.251236,-131.36,132.65,251.24,7,Other,Other
245,-0.131354,0.131149,0.251579,-131.35,131.15,251.58,4,Felsic,Felsic
246,-0.13134500000000002,0.129624,0.252006,-131.35,129.62,252.01,7,Other,Other
247,-0.131347,0.128114,0.252013,-131.35,128.11,252.01,4,Felsic,Felsic
249,-0.131389,0.126667,0.252051,-131.39,126.67,252.05,4,Felsic,Felsic
250,-0.131394,0.125176,0.251933,-131.39,125.18,251.93,4,Felsic,Felsic
251,-0.131394,0.12366700000000001,0.251967,-131.39,123.67,251.97,3,Alt. Mafic,Mafic
252,-0.131389,0.122156,0.252309,-131.39,122.16,252.31,7,Other,Other
253,-0.131386,0.12063499999999999,0.252494,-131.39,120.64,252.49,4,Felsic,Felsic
254,-0.129874,0.120652,0.25240799999999997,-129.87,120.65,252.41,4,Felsic,Felsic
255,-0.129877,0.122171,0.25225,-129.88,122.17,252.25,4,Felsic,Felsic
256,-0.129887,0.123707,0.25194099999999997,-129.89,123.71,251.94,4,Felsic,Felsic
257,-0.129895,0.125224,0.25164699999999995,-129.9,125.22,251.65,3,Alt. Mafic,Mafic
258,-0.129895,0.126744,0.251625,-129.9,126.74,251.62,7,Other,Other
259,-0.129882,0.128242,0.25201399999999996,-129.88,128.24,252.01,7,Other,Other
260,-0.129889,0.12976600000000002,0.251819,-129.89,129.77,251.82,4,Felsic,Felsic
261,-0.12989,0.131273,0.251726,-129.89,131.27,251.73,7,Other,Other
262,-0.129908,0.13279000000000002,0.251156,-129.91,132.79,251.16,4,Felsic,Felsic
263,-0.12992599999999999,0.134285,0.250535,-129.93,134.28,250.54,4,Felsic,Felsic
264,-0.129928,0.135794,0.250481,-129.93,135.79,250.48,7,Other,Other
265,-0.129925,0.137294,0.250562,-129.93,137.29,250.56,7,Other,Other
266,-0.129931,0.138798,0.25035799999999997,-129.93,138.8,250.36,7,Other,Other
267,-0.129928,0.140298,0.250434,-129.93,140.3,250.43,7,Other,Other
268,-0.129932,0.14180299999999998,0.250338,-129.93,141.8,250.34,3,Alt. Mafic,Mafic
269,-0.128441,0.14179,0.250096,-128.44,141.79,250.1,7,Other,Other
270,-0.12843800000000002,0.14031400000000002,0.25021,-128.44,140.31,250.21,7,Other,Other
271,-0.128434,0.138823,0.25035300000000005,-128.43,138.82,250.35,7,Other,Other
272,-0.128434,0.13734200000000002,0.250415,-128.43,137.34,250.42,6,Alteration,Alteration
273,-0.128441,0.13584200000000002,0.250245,-128.44,135.84,250.24,7,Other,Other
274,-0.128451,0.134357,0.250054,-128.45,134.36,250.05,7,Other,Other
275,-0.128428,0.132866,0.250683,-128.43,132.87,250.68,7,Other,Other
276,-0.128398,0.131378,0.25152399999999997,-128.4,131.38,251.52,7,Other,Other
277,-0.128394,0.12987200000000002,0.25164699999999995,-128.39,129.87,251.65,4,Felsic,Felsic
278,-0.128406,0.128384,0.25140500000000005,-128.41,128.38,251.41,4,Felsic,Felsic
279,-0.128416,0.126886,0.251171,-128.42,126.89,251.17,1,Pyroxene,Mafic
280,-0.128401,0.125382,0.251643,-128.4,125.38,251.64,7,Other,Other
281,-0.12839,0.12386300000000001,0.251963,-128.39,123.86,251.96,7,Other,Other
282,-0.128387,0.12236199999999996,0.252104,-128.39,122.36,252.1,4,Felsic,Felsic
283,-0.128382,0.120843,0.252283,-128.38,120.84,252.28,4,Felsic,Felsic
284,-0.126883,0.12087200000000001,0.25198400000000004,-126.88,120.87,251.98,3,Alt. Mafic,Mafic
285,-0.126881,0.12237999999999999,0.251986,-126.88,122.38,251.99,4,Felsic,Felsic
286,-0.126888,0.12390799999999999,0.251819,-126.89,123.91,251.82,7,Other,Other
287,-0.126895,0.12542,0.251645,-126.9,125.42,251.64,7,Other,Other
288,-0.126914,0.12695,0.251222,-126.91,126.95,251.22,4,Felsic,Felsic
290,-0.1269,0.12845299999999998,0.250802,-126.9,128.45,250.8,6,Alteration,Alteration
291,-0.126894,0.129958,0.250886,-126.89,129.96,250.89,3,Alt. Mafic,Mafic
292,-0.126883,0.131476,0.251132,-126.88,131.48,251.13,4,Felsic,Felsic
293,-0.126893,0.132966,0.250815,-126.89,132.97,250.82,7,Other,Other
294,-0.126898,0.134451,0.25058600000000003,-126.9,134.45,250.59,6,Alteration,Alteration
295,-0.126905,0.135951,0.250418,-126.9,135.95,250.42,4,Felsic,Felsic
296,-0.126907,0.137432,0.250255,-126.91,137.43,250.26,4,Felsic,Felsic
297,-0.126914,0.138926,0.25007199999999996,-126.91,138.93,250.07,4,Felsic,Felsic
298,-0.126915,0.140403,0.24994699999999997,-126.92,140.4,249.95,6,Alteration,Alteration
299,-0.126922,0.141894,0.249786,-126.92,141.89,249.79,7,Other,Other
300,-0.125431,0.141861,0.249496,-125.43,141.86,249.5,7,Other,Other
301,-0.125423,0.140372,0.24965700000000002,-125.42,140.37,249.66,7,Other,Other
302,-0.125412,0.13886300000000001,0.24982,-125.41,138.86,249.82,6,Alteration,Alteration
303,-0.125405,0.13736900000000002,0.24997199999999997,-125.4,137.37,249.97,6,Alteration,Alteration
304,-0.1254,0.135852,0.24999699999999997,-125.4,135.85,250.0,4,Felsic,Felsic
305,-0.125396,0.134354,0.25009899999999996,-125.4,134.35,250.1,7,Other,Other
306,-0.125381,0.13283699999999998,0.25033299999999997,-125.38,132.84,250.33,4,Felsic,Felsic
307,-0.125359,0.13133399999999998,0.250758,-125.36,131.33,250.76,7,Other,Other
308,-0.125359,0.12981199999999998,0.250704,-125.36,129.81,250.7,7,Other,Other
309,-0.125344,0.128302,0.251004,-125.34,128.3,251.0,4,Felsic,Felsic
310,-0.125328,0.126771,0.251265,-125.33,126.77,251.26,4,Felsic,Felsic
311,-0.125329,0.12526199999999998,0.251271,-125.33,125.26,251.27,4,Felsic,Felsic
312,-0.12531199999999998,0.123724,0.25154699999999997,-125.31,123.72,251.55,7,Other,Other
313,-0.125306,0.122207,0.251673,-125.31,122.21,251.67,4,Felsic,Felsic
314,-0.125307,0.120681,0.25162199999999996,-125.31,120.68,251.62,4,Felsic,Felsic
